student_id,name,email,phone,batch_id,section,department,scheme,primary_campus,time_slot,year,semester,enrollment_date,gender,date_of_birth,address,guardian_name,guardian_phone,status,roll_number,admission_category,hostel_required,transport_required,emergency_contact,blood_group,previous_education,entrance_exam_score,scholarship_eligible,assigned_teacher_id
STU221041,Peter Loyal,stu221041@university.edu,04631284209,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-06-07,Male,2005-03-28,09 Sibal Road Meerut 264658,Chaitanya Varty,+911220215128,Active,A11041,General,Yes,No,01368405416,O-,Higher Secondary Education,66,No,TCH1090
STU221042,Raagini Bala,stu221042@university.edu,03478432674,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-05-14,Other,2004-05-05,700; Seth Circle; Fatehpur 190032,Theodore Brahmbhatt,+913233854376,Active,A11042,SC,Yes,Yes,03058582196,B+,Higher Secondary Education,80,No,TCH1024
STU221043,Om Jha,stu221043@university.edu,+917814125706,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-12-07,Other,2002-11-02,96/82 Madan Street; Tiruchirappalli 125588,Quincy Mital,05475971131,Active,A11043,EWS,No,No,06873102426,B+,Higher Secondary Education,76,Yes,TCH1088
STU221044,Yahvi Soni,stu221044@university.edu,+916327502719,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-21,Other,2004-04-27,63/94 Wadhwa Marg; Serampore 109035,Abeer Ghose,+918728807366,Active,A11044,OBC,Yes,No,4970695990,AB+,Higher Secondary Education,63,No,TCH1091
STU221045,Aayush Baria,stu221045@university.edu,2220532208,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-01-26,Other,2005-12-10,43/356 Gulati Street Indore 111870,Leela Bawa,9804661710,Active,A11045,EWS,No,No,+914782475991,B+,Higher Secondary Education,88,No,TCH1060
STU221046,Panini Bahri,stu221046@university.edu,+915024506327,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-04-09,Female,2008-03-12,906 Naik Marg Sambhal 760273,Mohammed Maharaj,+916945646866,Active,A11046,ST,Yes,No,06469142840,A-,Higher Secondary Education,79,No,TCH1041
STU221047,Rayaan Gole,stu221047@university.edu,+915833762233,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-10-02,Other,2002-10-02,H.No. 137; Halder Road Sasaram 710738,Anya Dani,07657866100,Active,A11047,General,Yes,Yes,+910591186247,A-,Higher Secondary Education,70,Yes,TCH1011
STU221048,Anirudh Thakur,stu221048@university.edu,05757513183,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-03-22,Other,2005-10-18,34/891; Bhalla Road Tenali-315558,Vritti Bhagat,8444685013,Active,A11048,ST,Yes,No,8138541842,B+,Higher Secondary Education,90,No,TCH1066
STU221049,Janaki Hans,stu221049@university.edu,00549712793,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-07-24,Female,2002-09-18,45; Batra Chowk Nandyal-337010,Lipika Gala,7756999060,Active,A11049,General,Yes,Yes,01869609566,O+,Higher Secondary Education,94,No,TCH1032
STU221050,Ekanta Kapoor,stu221050@university.edu,+916314928969,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-07-30,Other,2006-08-08,82/892; Badal Zila Satara 435830,Vaishnavi Nagarajan,6863454964,Active,A11050,ST,Yes,Yes,2206992558,B+,Higher Secondary Education,64,No,TCH1018
STU221051,Viraj Mannan,stu221051@university.edu,8319272778,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-04-08,Male,2004-03-20,H.No. 358; Sharma Nagar Machilipatnam-449108,Raghav Devan,1816717711,Active,A11051,ST,No,No,+913402073617,B+,Higher Secondary Education,83,Yes,TCH1044
STU221052,Daniel Ganguly,stu221052@university.edu,1489040113,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-04-27,Other,2007-02-10,41 Bhatti Chowk; Dehri 000013,Ikbal Pant,8192772443,Active,A11052,General,No,No,7645618468,O-,Higher Secondary Education,78,No,TCH1028
STU221053,Alexander Vaidya,stu221053@university.edu,+913826561978,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-02-13,Other,2007-02-28,83/365 Savant Morbi 914871,Ekavir Deshmukh,06699169927,Active,A11053,EWS,No,Yes,00866574865,AB+,Higher Secondary Education,92,Yes,TCH1060
STU221054,Vaishnavi Keer,stu221054@university.edu,+919347412678,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-12-26,Male,2007-05-20,59/776 Kala Chowk; Thane-506823,Charles Sekhon,+918546052173,Active,A11054,SC,Yes,No,+911330587892,AB-,Higher Secondary Education,79,No,TCH1014
STU221055,Omisha Datta,stu221055@university.edu,+911543449197,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-10-17,Female,2007-08-03,29/557; Kamdar Marg Anand 707991,Bhavika Ranganathan,01172498596,Active,A11055,OBC,No,No,+914365094162,A+,Higher Secondary Education,66,No,TCH1063
STU221056,Panini Sen,stu221056@university.edu,+911918717104,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-04-09,Male,2006-10-13,408 Raghavan; Karaikudi-013215,Chakradev Soni,+918980221318,Active,A11056,EWS,Yes,No,6050346117,A-,Higher Secondary Education,91,Yes,TCH1020
STU221057,Falan Sachdeva,stu221057@university.edu,09156630363,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-09-19,Male,2004-12-16,H.No. 741 Reddy Road Bharatpur-512335,Yashodhara Ratta,00074435250,Active,A11057,ST,No,No,+919165364706,AB+,Higher Secondary Education,83,No,TCH1024
STU221058,Diya Kalita,stu221058@university.edu,00904351840,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-06-07,Male,2004-10-03,77/813 Bhattacharyya Road; Tiruvottiyur-448649,Mitesh Kurian,6513271004,Active,A11058,ST,No,Yes,9126438470,B+,Higher Secondary Education,82,No,TCH1001
STU221059,Priya Patel,stu221059@university.edu,01192491283,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-06-26,Other,2002-08-24,05/091; Kakar Marg Tezpur 362593,William Wali,+918392451679,Active,A11059,OBC,Yes,Yes,+917761960791,AB+,Higher Secondary Education,62,Yes,TCH1051
STU221060,Oliver Sharma,stu221060@university.edu,2450409414,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-04-12,Other,2006-06-23,923 Narain Ganj Kulti 531535,Pushti Gandhi,9821824468,Active,A11060,SC,Yes,Yes,+911636297038,B-,Higher Secondary Education,90,No,TCH1016
STU221061,Nathan Oak,stu221061@university.edu,01452878475,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-02-04,Female,2004-02-25,73/223 Devi Street; Kozhikode-378368,Barkha Chana,06434410579,Active,A11061,EWS,No,Yes,00652532932,AB-,Higher Secondary Education,85,No,TCH1017
STU221062,Aishani Tak,stu221062@university.edu,+918157066250,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-02,Male,2005-01-21,H.No. 83 Prasad Road; Gangtok 508977,Rachit Bal,03771494872,Active,A11062,General,Yes,Yes,08492615283,AB-,Higher Secondary Education,92,Yes,TCH1088
STU221063,Balendra Dayal,stu221063@university.edu,02109423547,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-01-18,Male,2003-10-03,82 Batta Nagar Jaipur 809882,Vrishti De,9025100227,Active,A11063,SC,No,Yes,8257998835,O+,Higher Secondary Education,90,No,TCH1037
STU221064,Vritti Cherian,stu221064@university.edu,00685246088,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-05-18,Male,2005-11-09,603; Garde Street; Dhanbad 770037,Neel Bedi,5151228660,Active,A11064,ST,Yes,Yes,+919997494117,B+,Higher Secondary Education,75,No,TCH1015
STU221065,Yashawini Mallick,stu221065@university.edu,3432978671,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-10-26,Other,2008-05-09,03/64 Suresh Circle Chittoor 590125,Harinakshi Naik,01947700719,Active,A11065,OBC,No,Yes,+910353363592,O-,Higher Secondary Education,66,Yes,TCH1025
STU221066,Daksh Prashad,stu221066@university.edu,+911542118895,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-02-04,Male,2006-01-26,340 Chadha Path Pondicherry 631438,Manbir Raju,09517336664,Active,A11066,General,Yes,No,1431374001,A+,Higher Secondary Education,77,Yes,TCH1019
STU221067,Faris Varkey,stu221067@university.edu,8197855179,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-08-06,Male,2004-03-12,H.No. 063; Gala Circle Panipat 326549,Nandini Baria,3459489304,Active,A11067,EWS,Yes,Yes,4080910069,A+,Higher Secondary Education,84,No,TCH1068
STU221068,Wazir Bava,stu221068@university.edu,05059990640,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-12-31,Other,2002-11-05,81/98 Guha Ganj; Guwahati 792664,Imaran Bhandari,1796510592,Active,A11068,OBC,Yes,No,+918653749455,O+,Higher Secondary Education,90,Yes,TCH1066
STU221069,Abhimanyu Singh,stu221069@university.edu,8632019703,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-07-04,Other,2006-04-02,H.No. 856; Natarajan Marg Buxar-478126,Ucchal Sampath,+913255881191,Active,A11069,General,No,Yes,+917761518078,AB+,Higher Secondary Education,83,No,TCH1045
STU221070,Qarin Nigam,stu221070@university.edu,04584795196,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-07-19,Male,2005-12-05,467 Bahl Marg; Rohtak 597657,Ekalinga Lalla,+919054449625,Active,A11070,SC,Yes,Yes,+911653897390,A+,Higher Secondary Education,60,Yes,TCH1085
STU221071,Aditya Ravel,stu221071@university.edu,08112450778,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-09-19,Male,2003-10-30,67 Doshi Path; Bihar Sharif-031579,Oviya Vaidya,+911922716623,Active,A11071,SC,No,No,3526017726,A-,Higher Secondary Education,87,Yes,TCH1033
STU221072,Kevin Bhandari,stu221072@university.edu,+912530467407,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-07-30,Female,2008-01-12,13/26 Gupta Zila; Bhilwara 701823,Thomas Kaul,+911564835628,Active,A11072,SC,No,Yes,05318483364,A-,Higher Secondary Education,60,Yes,TCH1043
STU221073,Sarthak Deo,stu221073@university.edu,+911688070182,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-05-10,Other,2002-12-27,H.No. 29; Kulkarni Marg Saharsa-166393,Gayathri Suri,01251218833,Active,A11073,SC,No,Yes,00179194455,AB+,Higher Secondary Education,73,No,TCH1012
STU221074,Varsha Loyal,stu221074@university.edu,+917565923002,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-09-01,Male,2008-05-09,69/625 Roy Ganj; Kota-712034,Vihaan Sengupta,+916643335199,Active,A11074,EWS,Yes,Yes,7211152927,B-,Higher Secondary Education,72,No,TCH1013
STU221075,Azaan Lala,stu221075@university.edu,00052049566,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-01-07,Other,2004-11-20,06/764; Batta Street Tiruchirappalli 310109,Gaurav Bail,+918953722783,Active,A11075,EWS,No,No,2902532448,O-,Higher Secondary Education,72,Yes,TCH1006
STU221076,Aahana Sampath,stu221076@university.edu,+911245347491,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-06-08,Male,2004-12-03,96 Shere Path Silchar 439592,Udyati Dara,2223449447,Active,A11076,ST,No,No,4848569445,AB-,Higher Secondary Education,88,Yes,TCH1056
STU221077,Anamika Kaur,stu221077@university.edu,2764612395,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-10-22,Female,2004-09-08,157 Chander Street Mira-Bhayandar 071339,Gautami Choudhury,+917206773097,Active,A11077,ST,Yes,Yes,0399346862,AB+,Higher Secondary Education,68,No,TCH1006
STU221078,Saanvi Keer,stu221078@university.edu,8485505068,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-08,Other,2003-01-18,H.No. 39 Chahal Zila Jamalpur 891835,Alka Sachdeva,+917856621762,Active,A11078,OBC,No,No,7243814456,A-,Higher Secondary Education,70,No,TCH1066
STU221079,Bhanumati Nath,stu221079@university.edu,+911222198848,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-08-01,Other,2002-12-16,49/975; Banerjee Ganj; Sagar 633845,Ishita Konda,+918989309222,Active,A11079,ST,No,No,0241766970,B-,Higher Secondary Education,71,Yes,TCH1021
STU221080,Nimrat Goyal,stu221080@university.edu,09590121355,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-05-27,Other,2002-10-18,82/826; Sen Marg; Allahabad-097735,Hamsini Kapadia,03646693706,Active,A11080,General,No,No,05644031482,AB+,Higher Secondary Education,74,No,TCH1091
STU221081,Indira Nadig,stu221081@university.edu,+912694505836,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-07-15,Other,2003-06-10,H.No. 945; Gole Chowk Sri Ganganagar-532168,Ryan Doctor,8866898010,Active,A11081,General,Yes,Yes,05285443052,A+,Higher Secondary Education,94,Yes,TCH1038
STU221082,Qadim Memon,stu221082@university.edu,+917993977881,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-07-13,Other,2004-01-23,H.No. 416 Saxena Ganj Jaunpur-742005,Harish Pall,0542487840,Active,A11082,OBC,No,Yes,01471408877,AB+,Higher Secondary Education,63,Yes,TCH1027
STU221083,Akshay Morar,stu221083@university.edu,7633099479,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-01,Male,2003-02-06,H.No. 69; Dyal; Gudivada 379016,Quincy Thaker,02767741653,Active,A11083,SC,No,No,04667856371,A-,Higher Secondary Education,95,No,TCH1093
STU221084,Charvi Swaminathan,stu221084@university.edu,2563432510,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-09,Female,2002-12-23,611 Ravel Zila; Dharmavaram-241716,Samaksh Dalal,09141011201,Active,A11084,EWS,No,No,7474815796,A+,Higher Secondary Education,60,No,TCH1029
STU221085,Wishi Bassi,stu221085@university.edu,2785743642,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-10-24,Male,2003-07-23,380 Bir Street Bardhaman 824708,Triya Bhat,+916915466692,Active,A11085,SC,Yes,Yes,+917297223187,O+,Higher Secondary Education,76,Yes,TCH1057
STU221086,Lakshit Mitter,stu221086@university.edu,00278362684,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-02-07,Female,2004-04-06,33/445 Sarraf Ganj Ranchi 903856,Tanvi Bhakta,04751537926,Active,A11086,SC,Yes,No,0608238200,B+,Higher Secondary Education,88,Yes,TCH1094
STU221087,Onkar Dara,stu221087@university.edu,+918816903583,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2025-04-05,Female,2007-12-02,78/06; Dewan Chowk Bhusawal 530922,Vedant Ganesan,02344241608,Active,A11087,OBC,No,Yes,+918814899482,O-,Higher Secondary Education,71,No,TCH1024
STU221088,Manan Choudhry,stu221088@university.edu,+913752145544,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-12-06,Male,2003-05-31,32/284; Rana Marg Madanapalle-108186,Charan Lalla,9974422597,Active,A11088,EWS,No,Yes,+910374850837,AB+,Higher Secondary Education,61,No,TCH1021
STU221089,Zilmil Sathe,stu221089@university.edu,01573335383,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-12-25,Female,2008-04-22,006; Koshy Nagar; Malda 366758,Qarin Koshy,9405694761,Active,A11089,EWS,Yes,Yes,2781207962,B+,Higher Secondary Education,64,No,TCH1032
STU221090,Vamakshi Bajaj,stu221090@university.edu,+911755567747,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-09-24,Other,2003-02-27,95/22; Deol Road; Khammam 173720,Sudiksha Mitter,04998907167,Active,A11090,ST,Yes,Yes,7880302492,A+,Higher Secondary Education,66,No,TCH1050
STU221091,Yashodhara Anne,stu221091@university.edu,+915431373129,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-11-08,Male,2006-08-27,H.No. 833; Dara Road Jamshedpur-503930,Yutika Chokshi,8759973229,Active,A11091,General,Yes,Yes,+917809928398,B-,Higher Secondary Education,65,No,TCH1019
STU221092,Aarini Ramaswamy,stu221092@university.edu,00769864449,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-07-19,Male,2005-10-05,10/62; Malhotra Nagar; Jaunpur-303816,Brijesh Cherian,04272557301,Active,A11092,General,No,Yes,0872584230,B-,Higher Secondary Education,68,No,TCH1073
STU221093,Libni Rajagopal,stu221093@university.edu,+918267759727,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-12-04,Male,2003-02-22,72/752; Padmanabhan Zila Morbi-311434,Nikita Bala,03465740968,Active,A11093,SC,No,No,+914869871646,B+,Higher Secondary Education,75,Yes,TCH1070
STU221094,Urishilla Zachariah,stu221094@university.edu,+911826374198,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-12-20,Other,2006-12-16,17/73; Bahl Marg New Delhi-811000,Qadim Grewal,00819339227,Active,A11094,EWS,Yes,Yes,04545447278,A+,Higher Secondary Education,66,No,TCH1014
STU221095,Jeremiah Ahluwalia,stu221095@university.edu,6137698237,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-11-10,Male,2007-06-03,H.No. 47; Borra Chowk; Bijapur-668679,Edhitha Jayaraman,+918787909128,Active,A11095,General,Yes,Yes,+912126358156,B-,Higher Secondary Education,87,No,TCH1019
STU221096,Victor Sur,stu221096@university.edu,2828401252,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-07-17,Other,2004-01-29,H.No. 262; Nair Street; Narasaraopet-356284,Chakradhar Boase,2812479666,Active,A11096,SC,Yes,No,7830317294,A-,Higher Secondary Education,91,Yes,TCH1015
STU221097,Harish Mannan,stu221097@university.edu,01920849653,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-04-10,Male,2004-07-02,51; Sur Ganj Deoghar 814196,Balveer Prakash,08459340107,Active,A11097,SC,No,Yes,02879972257,AB-,Higher Secondary Education,67,No,TCH1011
STU221098,Advik Kota,stu221098@university.edu,0795825467,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2025-06-14,Other,2003-05-18,259; Dalal Ganj; Udaipur 254495,Riya Sundaram,3907516380,Active,A11098,OBC,Yes,No,06267940990,AB-,Higher Secondary Education,71,No,TCH1020
STU221099,Chavvi Krishna,stu221099@university.edu,+912919565058,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,2,2024-10-06,Other,2004-04-16,22; Choudhury; Pali-803614,Praneel Date,3560229351,Active,A11099,SC,No,Yes,+917486369380,AB+,Higher Secondary Education,91,No,TCH1034
STU221100,Pahal Bhatti,stu221100@university.edu,+918456314796,A11,A11,Information Technology,A,Campus-8,10:00-16:30,1,1,2024-08-03,Male,2003-07-25,07 Lall Nagar; Naihati 759317,Chandresh Wable,9975585379,Active,A11100,OBC,Yes,No,7881668096,B+,Higher Secondary Education,84,No,TCH1093
STU221101,Chaaya Nadkarni,stu221101@university.edu,04770608558,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-17,Male,2006-07-04,H.No. 988; Sehgal Circle; Avadi 321778,Kashvi Sachdeva,03275411565,Active,A12001,EWS,No,No,+917701562669,B+,Higher Secondary Education,65,No,TCH1017
STU221102,Balveer Ratta,stu221102@university.edu,6493237558,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-09-11,Female,2005-08-11,H.No. 27; Doctor Ranchi 463164,Utkarsh Chakraborty,09325485928,Active,A12002,SC,No,No,2066653479,O+,Higher Secondary Education,90,No,TCH1078
STU221103,Unnati Arya,stu221103@university.edu,8644991627,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-03-07,Male,2007-02-26,H.No. 900; Yadav Street; Mumbai-032666,Aarush Divan,9425012291,Active,A12003,OBC,No,No,03537592719,O-,Higher Secondary Education,94,No,TCH1069
STU221104,Chaaya Morar,stu221104@university.edu,00834864917,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-25,Female,2002-07-17,61/624 Gupta Street; Bettiah-107017,Girish Deo,+913153497621,Active,A12004,General,No,Yes,04103751416,A-,Higher Secondary Education,75,No,TCH1001
STU221105,Tanveer Parsa,stu221105@university.edu,05012199149,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-14,Male,2004-07-28,68/982 Setty Ganj; Bikaner 860284,Rayaan Nayar,5301965497,Active,A12005,SC,No,Yes,+915944599145,A-,Higher Secondary Education,63,No,TCH1047
STU221106,Hardik Ahuja,stu221106@university.edu,+914687975210,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-05-20,Female,2005-08-23,H.No. 203; Soni Circle Bidhannagar-360421,Dipta Mistry,+915568622290,Active,A12006,ST,Yes,No,5441710567,B-,Higher Secondary Education,73,Yes,TCH1008
STU221107,Fitan Shere,stu221107@university.edu,02047700483,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-08,Male,2006-08-11,36/90; Andra Chowk Chandrapur-235838,Mahika Dayal,03255382743,Active,A12007,OBC,No,Yes,3262250634,O+,Higher Secondary Education,83,Yes,TCH1090
STU221108,Chakrika Chada,stu221108@university.edu,5203971010,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-10-05,Other,2004-02-09,230 Lad Zila Bardhaman-750380,Balendra Patla,+919809934096,Active,A12008,EWS,Yes,No,0087684865,B+,Higher Secondary Education,61,Yes,TCH1047
STU221109,Parth Talwar,stu221109@university.edu,05019325267,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-10-18,Male,2004-02-29,252 Sarraf Chowk; Nagaon 755644,Oscar Chana,06095238149,Active,A12009,OBC,Yes,Yes,7142035777,O+,Higher Secondary Education,69,Yes,TCH1061
STU221110,Tejas Sibal,stu221110@university.edu,+914776306585,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-12-29,Other,2005-03-18,404; Korpal Kakinada-231755,Ishani Mital,6991589730,Active,A12010,EWS,No,No,3785814429,O+,Higher Secondary Education,81,No,TCH1083
STU221111,Caleb Tak,stu221111@university.edu,09818869611,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-11-09,Female,2005-08-26,76/19 Sharma Nagar Nagpur-611555,Devansh Sura,+918729701268,Active,A12011,General,Yes,Yes,+911562420605,A+,Higher Secondary Education,71,Yes,TCH1002
STU221112,Sara Chacko,stu221112@university.edu,0232710732,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-10-28,Female,2005-03-13,97; Anne Marg Shimoga 526821,Jai Golla,+910348990564,Active,A12012,ST,No,No,+911721046311,B-,Higher Secondary Education,87,Yes,TCH1035
STU221113,Hredhaan Kapadia,stu221113@university.edu,+912547099734,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-04-23,Other,2003-11-26,H.No. 198 Warrior Chowk; Etawah-544593,Hema Mall,0764718629,Active,A12013,ST,Yes,Yes,03681314539,O+,Higher Secondary Education,63,Yes,TCH1051
STU221114,Sachi Sule,stu221114@university.edu,00218066725,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-08-29,Other,2006-01-11,20; Wali Chowk; Sri Ganganagar 584022,Aachal Madan,01906774210,Active,A12014,EWS,Yes,No,3063443710,O-,Higher Secondary Education,80,No,TCH1049
STU221115,Oni Venkatesh,stu221115@university.edu,8322535022,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-12-06,Male,2005-02-28,H.No. 75; Goyal Road; Jaunpur 534972,Abhimanyu Hans,+918471370587,Active,A12015,SC,No,Yes,7522212004,AB+,Higher Secondary Education,66,Yes,TCH1010
STU221116,Dipta Sabharwal,stu221116@university.edu,+918366694365,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-12-28,Other,2006-11-14,420; Kara Ganj Bhagalpur 535002,Ekavir Srinivasan,5134455329,Active,A12016,SC,Yes,Yes,07737594283,AB+,Higher Secondary Education,70,Yes,TCH1009
STU221117,Yashvi Gera,stu221117@university.edu,09770549114,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-05-15,Other,2008-02-24,H.No. 666 Kohli Ganj Udaipur 911541,Kamya Madan,06512674907,Active,A12017,General,No,Yes,03513834562,B-,Higher Secondary Education,62,Yes,TCH1035
STU221118,Balhaar Oommen,stu221118@university.edu,6765612498,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-03,Other,2003-11-13,H.No. 95; Narayanan Marg Thanjavur-230947,Aarna Chatterjee,06796938925,Active,A12018,EWS,Yes,No,2914937352,A+,Higher Secondary Education,63,No,TCH1012
STU221119,Tanvi Bhatnagar,stu221119@university.edu,1169441826,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-03-28,Male,2005-06-22,H.No. 168; Sem Marg Firozabad 868732,Yamini Sibal,0153987405,Active,A12019,SC,No,No,01919994985,B-,Higher Secondary Education,80,No,TCH1093
STU221120,Ojas Viswanathan,stu221120@university.edu,5893708103,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-10-30,Male,2006-08-03,42; Buch Marg Mira-Bhayandar 740451,Gagan Dada,+910492460128,Active,A12020,General,No,No,5499726315,A-,Higher Secondary Education,92,Yes,TCH1004
STU221121,Lila Madan,stu221121@university.edu,+918235984887,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2024-11-18,Female,2006-03-23,H.No. 866; Bera Chowk Bikaner 790354,Omya Mandal,4121234960,Active,A12021,EWS,Yes,No,09370627235,B+,Higher Secondary Education,69,No,TCH1011
STU221122,Widisha Prakash,stu221122@university.edu,08700964614,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2024-11-10,Other,2006-02-22,H.No. 36 Choudhry Zila Kadapa-057162,Yauvani Pandey,00166858677,Active,A12022,OBC,Yes,Yes,9532497539,B+,Higher Secondary Education,92,No,TCH1058
STU221123,Kevin Gulati,stu221123@university.edu,08378037171,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-01-13,Female,2004-06-01,619; Joshi Burhanpur-386157,Tanmayi Mane,01204654565,Active,A12023,SC,No,No,06363638139,A+,Higher Secondary Education,84,Yes,TCH1027
STU221124,Tanveer Tara,stu221124@university.edu,0123357937,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-02-11,Male,2006-09-26,304; Chatterjee Street Ahmednagar-998204,Abhimanyu Buch,+919299292013,Active,A12024,EWS,No,Yes,+917045740850,A+,Higher Secondary Education,69,No,TCH1071
STU221125,Rachita Kapur,stu221125@university.edu,+913800338336,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,1,2025-03-27,Female,2006-12-20,11/39 Yohannan Street; Thiruvananthapuram-964938,Nidhi Boase,00476194561,Active,A12025,General,No,No,5818110699,B+,Higher Secondary Education,78,Yes,TCH1009
STU221126,Abhimanyu Srivastava,stu221126@university.edu,+913227478301,A12,A12,Electronics Engineering,A,Campus-8,11:20-18:00,1,2,2025-02-09,Other,2007-01-20,22/31; Swaminathan; Nagaon 201089,Jatin Ahuja,8344425374,Active,A12026,SC,No,Yes,+914941785847,A-,Higher Secondary Education,71,No,TCH1034
