slot_index,batch_id,section,day,time_start,time_end,subject_code,subject_name,teacher_id,teacher_name,room_id,room_name,campus,activity_type,department,scheme
24,A21,A21,Wednesday,15:00,16:00,BETC_LAB_A,Basic Electronics Lab,TCH1062,Umang Comar,R1004,Theory Classroom C-10,Campus-15B,Lecture,Computer Science Engineering,A
25,A21,A21,Wednesday,16:00,17:00,SY_A,Sports and Yoga,TCH1085,Ojasvi Chandran,R1010,Theory Classroom C-16,Campus-15B,Lecture,Computer Science Engineering,A
26,A21,A21,Wednesday,17:00,18:00,SY_A,Sports and Yoga,TCH1071,Rushil Rajagopalan,R1059,Engineering Drawing Lab,Campus-15B,Lecture,Computer Science Engineering,A
27,A21,A21,Thursday,08:00,09:00,ENG_A,English,TCH1033,Frado Mander,R1054,Physics Lab,Campus-15B,Lecture,Computer Science Engineering,A
28,A21,A21,Thursday,09:00,10:00,COMM_LAB_A,Communication Lab,TCH1020,Netra Dar,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,A
29,A21,A21,Thursday,10:00,11:00,SY_A,Sports and Yoga,TCH1084,Sudiksha Tiwari,R1011,Theory Classroom C-17,Campus-15B,Lecture,Computer Science Engineering,A
30,A21,A21,Thursday,11:20,12:20,T&NM_A,Transform and Numerical Methods,TCH1036,Nathan Soman,R1043,Theory Classroom LT-1,Campus-15B,Lecture,Computer Science Engineering,A
31,A21,A21,Thursday,13:00,14:00,ENG_A,English,TCH1073,Janya Deep,R1035,Theory Classroom CLA10,Campus-15B,Lecture,Computer Science Engineering,A
32,A21,A21,Thursday,14:00,15:00,COMM_LAB_A,Communication Lab,TCH1075,Aishani Yadav,R1062,Electrical Lab,Campus-15B,Lecture,Computer Science Engineering,A
33,A21,A21,Thursday,15:00,16:00,COMM_LAB_A,Communication Lab,TCH1061,Amara Deep,R1055,Chemistry Lab,Campus-15B,Lecture,Computer Science Engineering,A
34,A21,A21,Thursday,16:00,17:00,CHEM_A,Chemistry,TCH1007,Luke Lanka,R1064,Workshop Lab,Campus-15B,Lecture,Computer Science Engineering,A
35,A21,A21,Thursday,17:00,18:00,BETC_LAB_A,Basic Electronics Lab,TCH1050,Rehaan Kalita,R1005,Theory Classroom C-11,Campus-15B,Lecture,Computer Science Engineering,A
36,A21,A21,Friday,08:00,09:00,T&NM_A,Transform and Numerical Methods,TCH1069,Pranit Garde,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,A
37,A21,A21,Friday,09:00,10:00,ENG_A,English,TCH1043,Nihal Mukhopadhyay,R1009,Theory Classroom C-15,Campus-15B,Lecture,Computer Science Engineering,A
38,A21,A21,Friday,10:00,11:00,B.ETC_A,Basic Electronics,TCH1005,Nicholas Prabhakar,R1053,Theory Classroom 205,Campus-15B,Lecture,Computer Science Engineering,A
39,A21,A21,Friday,11:20,12:20,SY_A,Sports and Yoga,TCH1093,Ekbal Ranganathan,R1049,Theory Classroom 201,Campus-15B,Lecture,Computer Science Engineering,A
40,A21,A21,Friday,13:00,14:00,BETC_LAB_A,Basic Electronics Lab,TCH1082,Siya Thakur,R1058,Computer Lab-2,Campus-15B,Lecture,Computer Science Engineering,A
41,A21,A21,Friday,14:00,15:00,B.ETC_A,Basic Electronics,TCH1023,Abhiram Mistry,R1036,Theory Classroom CLA11,Campus-15B,Lecture,Computer Science Engineering,A
42,A21,A21,Friday,15:00,16:00,CHEM_A,Chemistry,TCH1086,Kalpit Bhasin,R1021,Theory Classroom C-27,Campus-15B,Lecture,Computer Science Engineering,A
43,A21,A21,Friday,16:00,17:00,B.ETC_A,Basic Electronics,TCH1038,David Jhaveri,R1017,Theory Classroom C-23,Campus-15B,Lecture,Computer Science Engineering,A
44,A21,A21,Friday,17:00,18:00,CHEM_A,Chemistry,TCH1049,Pavani Narayanan,R1001,Theory Classroom C-7,Campus-15B,Lecture,Computer Science Engineering,A
45,A21,A21,Saturday,08:00,09:00,B.ETC_A,Basic Electronics,TCH1079,Gavin Kala,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,A
46,A21,A21,Saturday,09:00,10:00,T&NM_A,Transform and Numerical Methods,TCH1081,Wazir Naik,R1061,Civil Lab,Campus-15B,Lecture,Computer Science Engineering,A
47,A21,A21,Saturday,10:00,11:00,CHEM_A,Chemistry,TCH1050,Rehaan Kalita,R1043,Theory Classroom LT-1,Campus-15B,Lecture,Computer Science Engineering,A
48,A21,A21,Saturday,11:20,12:20,CHEM_LAB_A,Chemistry Lab,TCH1018,Alka Sha,R1020,Theory Classroom C-26,Campus-15B,Lecture,Computer Science Engineering,A
49,A21,A21,Saturday,13:00,14:00,HASS_A,Humanities Arts and Social Science Elective,TCH1032,Nidra Acharya,R1006,Theory Classroom C-12,Campus-15B,Lecture,Computer Science Engineering,A
50,A21,A21,Saturday,14:00,15:00,COMM_LAB_A,Communication Lab,TCH1038,David Jhaveri,R1054,Physics Lab,Campus-15B,Lecture,Computer Science Engineering,A
51,A21,A21,Saturday,15:00,16:00,BETC_LAB_A,Basic Electronics Lab,TCH1058,Amruta Baria,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,A
52,A21,A21,Saturday,16:00,17:00,HASS_A,Humanities Arts and Social Science Elective,TCH1040,Meera Bala,R1029,Theory Classroom CLA4,Campus-15B,Lecture,Computer Science Engineering,A
53,A21,A21,Saturday,17:00,18:00,B.ETC_A,Basic Electronics,TCH1067,Lajita Nadig,R1035,Theory Classroom CLA10,Campus-15B,Lecture,Computer Science Engineering,A
0,A22,A22,Monday,08:00,09:00,ENG_A,English,TCH1076,Timothy Bhatnagar,R1056,Electronics Lab,Campus-15B,Lecture,Computer Science Engineering,A
1,A22,A22,Monday,09:00,10:00,SY_A,Sports and Yoga,TCH1024,Samar Lalla,R1014,Theory Classroom C-20,Campus-15B,Lecture,Computer Science Engineering,A
2,A22,A22,Monday,10:00,11:00,B.ETC_A,Basic Electronics,TCH1010,Yashica Cherian,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,A
3,A22,A22,Monday,11:20,12:20,CHEM_LAB_A,Chemistry Lab,TCH1086,Kalpit Bhasin,R1050,Theory Classroom 202,Campus-15B,Lecture,Computer Science Engineering,A
4,A22,A22,Monday,13:00,14:00,CHEM_LAB_A,Chemistry Lab,TCH1064,Manthan Sekhon,R1062,Electrical Lab,Campus-15B,Lecture,Computer Science Engineering,A
5,A22,A22,Monday,14:00,15:00,CHEM_LAB_A,Chemistry Lab,TCH1056,Manthan Lata,R1005,Theory Classroom C-11,Campus-15B,Lecture,Computer Science Engineering,A
6,A22,A22,Monday,15:00,16:00,SY_A,Sports and Yoga,TCH1024,Samar Lalla,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,A
7,A22,A22,Monday,16:00,17:00,COMM_LAB_A,Communication Lab,TCH1061,Amara Deep,R1036,Theory Classroom CLA11,Campus-15B,Lecture,Computer Science Engineering,A
8,A22,A22,Monday,17:00,18:00,T&NM_A,Transform and Numerical Methods,TCH1060,Netra Varkey,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,A
9,A22,A22,Tuesday,08:00,09:00,ENGG_LAB_A,Engineering Lab,TCH1031,Charita Tripathi,R1022,Theory Classroom C-28,Campus-15B,Lecture,Computer Science Engineering,A
10,A22,A22,Tuesday,09:00,10:00,ENGG_LAB_A,Engineering Lab,TCH1079,Gavin Kala,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,A
11,A22,A22,Tuesday,10:00,11:00,ENGG_LAB_A,Engineering Lab,TCH1055,Shravya Singhal,R1058,Computer Lab-2,Campus-15B,Lecture,Computer Science Engineering,A
12,A22,A22,Tuesday,11:20,12:20,CHEM_A,Chemistry,TCH1089,Gavin Wali,R1040,Theory Classroom CLA15,Campus-15B,Lecture,Computer Science Engineering,A
13,A22,A22,Tuesday,13:00,14:00,SY_A,Sports and Yoga,TCH1005,Nicholas Prabhakar,R1032,Theory Classroom CLA7,Campus-15B,Lecture,Computer Science Engineering,A
14,A22,A22,Tuesday,14:00,15:00,HASS_A,Humanities Arts and Social Science Elective,TCH1019,Dakshesh Bedi,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,A
15,A22,A22,Tuesday,15:00,16:00,ENGG_LAB_A,Engineering Lab,TCH1008,Yashodhara Tak,R1003,Theory Classroom C-9,Campus-15B,Lecture,Computer Science Engineering,A
16,A22,A22,Tuesday,16:00,17:00,COMM_LAB_A,Communication Lab,TCH1062,Umang Comar,R1038,Theory Classroom CLA13,Campus-15B,Lecture,Computer Science Engineering,A
17,A22,A22,Tuesday,17:00,18:00,BETC_LAB_A,Basic Electronics Lab,TCH1011,Anirudh Choudhury,R1057,Computer Lab-1,Campus-15B,Lecture,Computer Science Engineering,A
18,A22,A22,Wednesday,08:00,09:00,ENGG_LAB_A,Engineering Lab,TCH1077,Lipika Setty,R1061,Civil Lab,Campus-15B,Lecture,Computer Science Engineering,A
19,A22,A22,Wednesday,09:00,10:00,SY_A,Sports and Yoga,TCH1085,Ojasvi Chandran,R1048,Theory Classroom B-104,Campus-15B,Lecture,Computer Science Engineering,A
20,A22,A22,Wednesday,10:00,11:00,COMM_LAB_A,Communication Lab,TCH1031,Charita Tripathi,R1029,Theory Classroom CLA4,Campus-15B,Lecture,Computer Science Engineering,A
21,A22,A22,Wednesday,11:20,12:20,T&NM_A,Transform and Numerical Methods,TCH1072,Watika Mangat,R1001,Theory Classroom C-7,Campus-15B,Lecture,Computer Science Engineering,A
22,A22,A22,Wednesday,13:00,14:00,SY_A,Sports and Yoga,TCH1055,Shravya Singhal,R1034,Theory Classroom CLA9,Campus-15B,Lecture,Computer Science Engineering,A
23,A22,A22,Wednesday,14:00,15:00,BETC_LAB_A,Basic Electronics Lab,TCH1005,Nicholas Prabhakar,R1060,Mechanical Lab,Campus-15B,Lecture,Computer Science Engineering,A
24,A22,A22,Wednesday,15:00,16:00,ENGG_LAB_A,Engineering Lab,TCH1059,Ekani Cheema,R1057,Computer Lab-1,Campus-15B,Lecture,Computer Science Engineering,A
25,A22,A22,Wednesday,16:00,17:00,COMM_LAB_A,Communication Lab,TCH1017,Chandresh Zachariah,R1051,Theory Classroom 203,Campus-15B,Lecture,Computer Science Engineering,A
26,A22,A22,Wednesday,17:00,18:00,CHEM_LAB_A,Chemistry Lab,TCH1008,Yashodhara Tak,R1065,Programming Lab,Campus-15B,Lecture,Computer Science Engineering,A
27,A22,A22,Thursday,08:00,09:00,COMM_LAB_A,Communication Lab,TCH1076,Timothy Bhatnagar,R1035,Theory Classroom CLA10,Campus-15B,Lecture,Computer Science Engineering,A
28,A22,A22,Thursday,09:00,10:00,B.ETC_A,Basic Electronics,TCH1051,Akshay Walla,R1062,Electrical Lab,Campus-15B,Lecture,Computer Science Engineering,A
29,A22,A22,Thursday,10:00,11:00,ENG_A,English,TCH1015,Urvashi Ray,R1013,Theory Classroom C-19,Campus-15B,Lecture,Computer Science Engineering,A
30,A22,A22,Thursday,11:20,12:20,ENGG_LAB_A,Engineering Lab,TCH1030,Lekha Gupta,R1013,Theory Classroom C-19,Campus-15B,Lecture,Computer Science Engineering,A
31,A22,A22,Thursday,13:00,14:00,B.ETC_A,Basic Electronics,TCH1004,Janaki Handa,R1006,Theory Classroom C-12,Campus-15B,Lecture,Computer Science Engineering,A
32,A22,A22,Thursday,14:00,15:00,SY_A,Sports and Yoga,TCH1003,Harsh Chanda,R1047,Theory Classroom B-103,Campus-15B,Lecture,Computer Science Engineering,A
33,A22,A22,Thursday,15:00,16:00,CHEM_A,Chemistry,TCH1032,Nidra Acharya,R1057,Computer Lab-1,Campus-15B,Lecture,Computer Science Engineering,A
34,A22,A22,Thursday,16:00,17:00,CHEM_LAB_A,Chemistry Lab,TCH1055,Shravya Singhal,R1030,Theory Classroom CLA5,Campus-15B,Lecture,Computer Science Engineering,A
35,A22,A22,Thursday,17:00,18:00,COMM_LAB_A,Communication Lab,TCH1035,Chandresh Krish,R1021,Theory Classroom C-27,Campus-15B,Lecture,Computer Science Engineering,A
36,A22,A22,Friday,08:00,09:00,SY_A,Sports and Yoga,TCH1010,Yashica Cherian,R1013,Theory Classroom C-19,Campus-15B,Lecture,Computer Science Engineering,A
37,A22,A22,Friday,09:00,10:00,CHEM_A,Chemistry,TCH1002,Rushil Saini,R1041,Theory Classroom CLA16,Campus-15B,Lecture,Computer Science Engineering,A
38,A22,A22,Friday,10:00,11:00,ENG_A,English,TCH1092,Siddharth Devan,R1018,Theory Classroom C-24,Campus-15B,Lecture,Computer Science Engineering,A
39,A22,A22,Friday,11:20,12:20,T&NM_A,Transform and Numerical Methods,TCH1064,Manthan Sekhon,R1039,Theory Classroom CLA14,Campus-15B,Lecture,Computer Science Engineering,A
40,A22,A22,Friday,13:00,14:00,ENG_A,English,TCH1024,Samar Lalla,R1048,Theory Classroom B-104,Campus-15B,Lecture,Computer Science Engineering,A
41,A22,A22,Friday,14:00,15:00,SY_A,Sports and Yoga,TCH1071,Rushil Rajagopalan,R1012,Theory Classroom C-18,Campus-15B,Lecture,Computer Science Engineering,A
42,A22,A22,Friday,15:00,16:00,COMM_LAB_A,Communication Lab,TCH1027,Nicholas Goel,R1026,Theory Classroom CLA1,Campus-15B,Lecture,Computer Science Engineering,A
43,A22,A22,Friday,16:00,17:00,ENGG_LAB_A,Engineering Lab,TCH1038,David Jhaveri,R1019,Theory Classroom C-25,Campus-15B,Lecture,Computer Science Engineering,A
44,A22,A22,Friday,17:00,18:00,HASS_A,Humanities Arts and Social Science Elective,TCH1082,Siya Thakur,R1023,Theory Classroom A11,Campus-15B,Lecture,Computer Science Engineering,A
45,A22,A22,Saturday,08:00,09:00,HASS_A,Humanities Arts and Social Science Elective,TCH1094,Bimala Contractor,R1001,Theory Classroom C-7,Campus-15B,Lecture,Computer Science Engineering,A
46,A22,A22,Saturday,09:00,10:00,SY_A,Sports and Yoga,TCH1034,Elijah Shah,R1038,Theory Classroom CLA13,Campus-15B,Lecture,Computer Science Engineering,A
47,A22,A22,Saturday,10:00,11:00,SY_A,Sports and Yoga,TCH1039,Thomas Sura,R1035,Theory Classroom CLA10,Campus-15B,Lecture,Computer Science Engineering,A
48,A22,A22,Saturday,11:20,12:20,BETC_LAB_A,Basic Electronics Lab,TCH1080,Viraj Narasimhan,R1003,Theory Classroom C-9,Campus-15B,Lecture,Computer Science Engineering,A
49,A22,A22,Saturday,13:00,14:00,CHEM_LAB_A,Chemistry Lab,TCH1022,Ethan Yogi,R1005,Theory Classroom C-11,Campus-15B,Lecture,Computer Science Engineering,A
50,A22,A22,Saturday,14:00,15:00,HASS_A,Humanities Arts and Social Science Elective,TCH1025,Neel Sathe,R1023,Theory Classroom A11,Campus-15B,Lecture,Computer Science Engineering,A
51,A22,A22,Saturday,15:00,16:00,BETC_LAB_A,Basic Electronics Lab,TCH1051,Akshay Walla,R1061,Civil Lab,Campus-15B,Lecture,Computer Science Engineering,A
52,A22,A22,Saturday,16:00,17:00,ENGG_LAB_A,Engineering Lab,TCH1041,Arunima Sama,R1042,Theory Classroom CLA17,Campus-15B,Lecture,Computer Science Engineering,A
53,A22,A22,Saturday,17:00,18:00,T&NM_A,Transform and Numerical Methods,TCH1033,Frado Mander,R1044,Theory Classroom 101,Campus-15B,Lecture,Computer Science Engineering,A
0,A23,A23,Monday,08:00,09:00,CHEM_LAB_A,Chemistry Lab,TCH1007,Luke Lanka,R1027,Theory Classroom CLA2,Campus-3,Lecture,Mechanical Engineering,A
1,A23,A23,Monday,09:00,10:00,SY_A,Sports and Yoga,TCH1017,Chandresh Zachariah,R1008,Theory Classroom C-14,Campus-3,Lecture,Mechanical Engineering,A
2,A23,A23,Monday,10:00,11:00,T&NM_A,Transform and Numerical Methods,TCH1028,Ryan Sharma,R1019,Theory Classroom C-25,Campus-3,Lecture,Mechanical Engineering,A
3,A23,A23,Monday,11:20,12:20,E.MECH_A,Engineering Mechanics,TCH1007,Luke Lanka,R1051,Theory Classroom 203,Campus-3,Lecture,Mechanical Engineering,A
4,A23,A23,Monday,13:00,14:00,CHEM_LAB_A,Chemistry Lab,TCH1017,Chandresh Zachariah,R1030,Theory Classroom CLA5,Campus-3,Lecture,Mechanical Engineering,A
5,A23,A23,Monday,14:00,15:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1076,Timothy Bhatnagar,R1060,Mechanical Lab,Campus-3,Lecture,Mechanical Engineering,A
6,A23,A23,Monday,15:00,16:00,ENGG_LAB_A,Engineering Lab,TCH1056,Manthan Lata,R1012,Theory Classroom C-18,Campus-3,Lecture,Mechanical Engineering,A
7,A23,A23,Monday,16:00,17:00,T&NM_A,Transform and Numerical Methods,TCH1004,Janaki Handa,R1017,Theory Classroom C-23,Campus-3,Lecture,Mechanical Engineering,A
8,A23,A23,Monday,17:00,18:00,WORKSHOP_A,Workshop Practice,TCH1079,Gavin Kala,R1041,Theory Classroom CLA16,Campus-3,Lecture,Mechanical Engineering,A
9,A23,A23,Tuesday,08:00,09:00,ENGG_LAB_A,Engineering Lab,TCH1015,Urvashi Ray,R1002,Theory Classroom C-8,Campus-3,Lecture,Mechanical Engineering,A
10,A23,A23,Tuesday,09:00,10:00,WORKSHOP_A,Workshop Practice,TCH1080,Viraj Narasimhan,R1041,Theory Classroom CLA16,Campus-3,Lecture,Mechanical Engineering,A
11,A23,A23,Tuesday,10:00,11:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1055,Shravya Singhal,R1043,Theory Classroom LT-1,Campus-3,Lecture,Mechanical Engineering,A
12,A23,A23,Tuesday,11:20,12:20,ENGG_LAB_A,Engineering Lab,TCH1014,Veer Bir,R1051,Theory Classroom 203,Campus-3,Lecture,Mechanical Engineering,A
13,A23,A23,Tuesday,13:00,14:00,E.MECH_A,Engineering Mechanics,TCH1057,Anita Tella,R1054,Physics Lab,Campus-3,Lecture,Mechanical Engineering,A
14,A23,A23,Tuesday,14:00,15:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1005,Nicholas Prabhakar,R1021,Theory Classroom C-27,Campus-3,Lecture,Mechanical Engineering,A
15,A23,A23,Tuesday,15:00,16:00,ENG_A,English,TCH1059,Ekani Cheema,R1039,Theory Classroom CLA14,Campus-3,Lecture,Mechanical Engineering,A
16,A23,A23,Tuesday,16:00,17:00,E.MECH_A,Engineering Mechanics,TCH1087,Yashica Kala,R1015,Theory Classroom C-21,Campus-3,Lecture,Mechanical Engineering,A
17,A23,A23,Tuesday,17:00,18:00,SY_A,Sports and Yoga,TCH1031,Charita Tripathi,R1060,Mechanical Lab,Campus-3,Lecture,Mechanical Engineering,A
18,A23,A23,Wednesday,08:00,09:00,T&NM_A,Transform and Numerical Methods,TCH1084,Sudiksha Tiwari,R1045,Theory Classroom B-101,Campus-3,Lecture,Mechanical Engineering,A
19,A23,A23,Wednesday,09:00,10:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1061,Amara Deep,R1060,Mechanical Lab,Campus-3,Lecture,Mechanical Engineering,A
20,A23,A23,Wednesday,10:00,11:00,ENG_A,English,TCH1023,Abhiram Mistry,R1011,Theory Classroom C-17,Campus-3,Lecture,Mechanical Engineering,A
21,A23,A23,Wednesday,11:20,12:20,CHEM_A,Chemistry,TCH1040,Meera Bala,R1015,Theory Classroom C-21,Campus-3,Lecture,Mechanical Engineering,A
22,A23,A23,Wednesday,13:00,14:00,HASS_A,Humanities Arts and Social Science Elective,TCH1003,Harsh Chanda,R1017,Theory Classroom C-23,Campus-3,Lecture,Mechanical Engineering,A
23,A23,A23,Wednesday,14:00,15:00,ENG_A,English,TCH1033,Frado Mander,R1012,Theory Classroom C-18,Campus-3,Lecture,Mechanical Engineering,A
24,A23,A23,Wednesday,15:00,16:00,ENG_A,English,TCH1018,Alka Sha,R1061,Civil Lab,Campus-3,Lecture,Mechanical Engineering,A
25,A23,A23,Wednesday,16:00,17:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1076,Timothy Bhatnagar,R1025,Theory Classroom E205,Campus-3,Lecture,Mechanical Engineering,A
26,A23,A23,Wednesday,17:00,18:00,COMM_LAB_A,Communication Lab,TCH1035,Chandresh Krish,R1055,Chemistry Lab,Campus-3,Lecture,Mechanical Engineering,A
27,A23,A23,Thursday,08:00,09:00,CHEM_A,Chemistry,TCH1059,Ekani Cheema,R1036,Theory Classroom CLA11,Campus-3,Lecture,Mechanical Engineering,A
28,A23,A23,Thursday,09:00,10:00,E.MECH_A,Engineering Mechanics,TCH1044,Jai Barman,R1033,Theory Classroom CLA8,Campus-3,Lecture,Mechanical Engineering,A
29,A23,A23,Thursday,10:00,11:00,ENGG_LAB_A,Engineering Lab,TCH1075,Aishani Yadav,R1020,Theory Classroom C-26,Campus-3,Lecture,Mechanical Engineering,A
30,A23,A23,Thursday,11:20,12:20,COMM_LAB_A,Communication Lab,TCH1057,Anita Tella,R1023,Theory Classroom A11,Campus-3,Lecture,Mechanical Engineering,A
31,A23,A23,Thursday,13:00,14:00,T&NM_A,Transform and Numerical Methods,TCH1070,Aadhya Andra,R1044,Theory Classroom 101,Campus-3,Lecture,Mechanical Engineering,A
32,A23,A23,Thursday,14:00,15:00,HASS_A,Humanities Arts and Social Science Elective,TCH1050,Rehaan Kalita,R1002,Theory Classroom C-8,Campus-3,Lecture,Mechanical Engineering,A
33,A23,A23,Thursday,15:00,16:00,SY_A,Sports and Yoga,TCH1061,Amara Deep,R1013,Theory Classroom C-19,Campus-3,Lecture,Mechanical Engineering,A
34,A23,A23,Thursday,16:00,17:00,T&NM_A,Transform and Numerical Methods,TCH1086,Kalpit Bhasin,R1017,Theory Classroom C-23,Campus-3,Lecture,Mechanical Engineering,A
35,A23,A23,Thursday,17:00,18:00,CHEM_LAB_A,Chemistry Lab,TCH1013,Jai Kota,R1032,Theory Classroom CLA7,Campus-3,Lecture,Mechanical Engineering,A
36,A23,A23,Friday,08:00,09:00,CHEM_LAB_A,Chemistry Lab,TCH1075,Aishani Yadav,R1021,Theory Classroom C-27,Campus-3,Lecture,Mechanical Engineering,A
37,A23,A23,Friday,09:00,10:00,CHEM_A,Chemistry,TCH1044,Jai Barman,R1027,Theory Classroom CLA2,Campus-3,Lecture,Mechanical Engineering,A
38,A23,A23,Friday,10:00,11:00,ENGG_LAB_A,Engineering Lab,TCH1019,Dakshesh Bedi,R1005,Theory Classroom C-11,Campus-3,Lecture,Mechanical Engineering,A
39,A23,A23,Friday,11:20,12:20,HASS_A,Humanities Arts and Social Science Elective,TCH1068,Sachi Ganesan,R1054,Physics Lab,Campus-3,Lecture,Mechanical Engineering,A
40,A23,A23,Friday,13:00,14:00,HASS_A,Humanities Arts and Social Science Elective,TCH1081,Wazir Naik,R1015,Theory Classroom C-21,Campus-3,Lecture,Mechanical Engineering,A
41,A23,A23,Friday,14:00,15:00,HASS_A,Humanities Arts and Social Science Elective,TCH1089,Gavin Wali,R1056,Electronics Lab,Campus-3,Lecture,Mechanical Engineering,A
42,A23,A23,Friday,15:00,16:00,ENG_A,English,TCH1080,Viraj Narasimhan,R1016,Theory Classroom C-22,Campus-3,Lecture,Mechanical Engineering,A
43,A23,A23,Friday,16:00,17:00,ENG_A,English,TCH1019,Dakshesh Bedi,R1031,Theory Classroom CLA6,Campus-3,Lecture,Mechanical Engineering,A
44,A23,A23,Friday,17:00,18:00,ENGG_LAB_A,Engineering Lab,TCH1087,Yashica Kala,R1038,Theory Classroom CLA13,Campus-3,Lecture,Mechanical Engineering,A
45,A23,A23,Saturday,08:00,09:00,T&NM_A,Transform and Numerical Methods,TCH1057,Anita Tella,R1003,Theory Classroom C-9,Campus-3,Lecture,Mechanical Engineering,A
46,A23,A23,Saturday,09:00,10:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1068,Sachi Ganesan,R1012,Theory Classroom C-18,Campus-3,Lecture,Mechanical Engineering,A
47,A23,A23,Saturday,10:00,11:00,SY_A,Sports and Yoga,TCH1003,Harsh Chanda,R1011,Theory Classroom C-17,Campus-3,Lecture,Mechanical Engineering,A
48,A23,A23,Saturday,11:20,12:20,WORKSHOP_A,Workshop Practice,TCH1035,Chandresh Krish,R1002,Theory Classroom C-8,Campus-3,Lecture,Mechanical Engineering,A
49,A23,A23,Saturday,13:00,14:00,HASS_A,Humanities Arts and Social Science Elective,TCH1090,Nachiket Dugar,R1033,Theory Classroom CLA8,Campus-3,Lecture,Mechanical Engineering,A
50,A23,A23,Saturday,14:00,15:00,SY_A,Sports and Yoga,TCH1015,Urvashi Ray,R1032,Theory Classroom CLA7,Campus-3,Lecture,Mechanical Engineering,A
51,A23,A23,Saturday,15:00,16:00,COMM_LAB_A,Communication Lab,TCH1073,Janya Deep,R1025,Theory Classroom E205,Campus-3,Lecture,Mechanical Engineering,A
52,A23,A23,Saturday,16:00,17:00,ENG_A,English,TCH1002,Rushil Saini,R1058,Computer Lab-2,Campus-3,Lecture,Mechanical Engineering,A
53,A23,A23,Saturday,17:00,18:00,EMECH_LAB_A,Engineering Mechanics Lab,TCH1082,Siya Thakur,R1050,Theory Classroom 202,Campus-3,Lecture,Mechanical Engineering,A
0,A24,A24,Monday,08:00,09:00,CHEM_LAB_A,Chemistry Lab,TCH1007,Luke Lanka,R1017,Theory Classroom C-23,Campus-8,Lecture,Information Technology,A
1,A24,A24,Monday,09:00,10:00,CHEM_LAB_A,Chemistry Lab,TCH1008,Yashodhara Tak,R1053,Theory Classroom 205,Campus-8,Lecture,Information Technology,A
2,A24,A24,Monday,10:00,11:00,ENG_A,English,TCH1001,Aryan Maharaj,R1016,Theory Classroom C-22,Campus-8,Lecture,Information Technology,A
3,A24,A24,Monday,11:20,12:20,HASS_A,Humanities Arts and Social Science Elective,TCH1043,Nihal Mukhopadhyay,R1053,Theory Classroom 205,Campus-8,Lecture,Information Technology,A
4,A24,A24,Monday,13:00,14:00,SY_A,Sports and Yoga,TCH1061,Amara Deep,R1047,Theory Classroom B-103,Campus-8,Lecture,Information Technology,A
5,A24,A24,Monday,14:00,15:00,ENG_A,English,TCH1033,Frado Mander,R1048,Theory Classroom B-104,Campus-8,Lecture,Information Technology,A
6,A24,A24,Monday,15:00,16:00,HASS_A,Humanities Arts and Social Science Elective,TCH1021,Samarth Murthy,R1016,Theory Classroom C-22,Campus-8,Lecture,Information Technology,A
7,A24,A24,Monday,16:00,17:00,CHEM_A,Chemistry,TCH1029,Garima Bala,R1009,Theory Classroom C-15,Campus-8,Lecture,Information Technology,A
8,A24,A24,Monday,17:00,18:00,SY_A,Sports and Yoga,TCH1034,Elijah Shah,R1041,Theory Classroom CLA16,Campus-8,Lecture,Information Technology,A
9,A24,A24,Tuesday,08:00,09:00,CHEM_LAB_A,Chemistry Lab,TCH1084,Sudiksha Tiwari,R1025,Theory Classroom E205,Campus-8,Lecture,Information Technology,A
10,A24,A24,Tuesday,09:00,10:00,T&NM_A,Transform and Numerical Methods,TCH1075,Aishani Yadav,R1056,Electronics Lab,Campus-8,Lecture,Information Technology,A
11,A24,A24,Tuesday,10:00,11:00,T&NM_A,Transform and Numerical Methods,TCH1086,Kalpit Bhasin,R1010,Theory Classroom C-16,Campus-8,Lecture,Information Technology,A
12,A24,A24,Tuesday,11:20,12:20,CHEM_LAB_A,Chemistry Lab,TCH1034,Elijah Shah,R1013,Theory Classroom C-19,Campus-8,Lecture,Information Technology,A
13,A24,A24,Tuesday,13:00,14:00,COMM_LAB_A,Communication Lab,TCH1057,Anita Tella,R1048,Theory Classroom B-104,Campus-8,Lecture,Information Technology,A
14,A24,A24,Tuesday,14:00,15:00,CHEM_LAB_A,Chemistry Lab,TCH1079,Gavin Kala,R1028,Theory Classroom CLA3,Campus-8,Lecture,Information Technology,A
